"ID";"SculpName";"Photo";"Author";"ManufactYear";"Material";"Description";"LocationPlace";"Longitude_WGS84";"Latitude_WGS84";"global_id";"geodata_center";"geoarea";
"585";"«Белый медведь»";"e52a6341-9e97-441b-8e80-3e6ff98e9530";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058964340";"";"";
"586";"«Слон»";"3a1a6a4f-b36e-44af-8421-2407a9d05206";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058964387";"";"";
"587";"«Слон»";"52c180ee-45c0-4ea7-8b07-3ffab4d0148a";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058964463";"";"";
"588";"«Барс»";"8bf9dbe2-12f9-4a02-be91-bb6140d2b6e6";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058964540";"";"";
"589";"«Бычок»";"b68c549d-abef-4577-8a25-7949871d30c4";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058964685";"";"";
"590";"«Бычок»";"1158fc20-1b9f-4774-95d4-dc61b1626609";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058964881";"";"";
"591";"«Лев»";"2dd1e9e6-eec3-423c-9bf4-f48f1a120a78";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058964952";"";"";
"592";"«Лев»";"444bb898-cf69-4239-bf57-5af9d73f3c9c";"Церетели Зураб Константинович";"";"Бетон, смальта";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058964969";"";"";
"593";"«Священномученик Александр» Варианты скульптурного оформления Храма Христа Спасителя";"4fe85eb6-3a7a-4fec-b2ab-22bc911e55bd";"Церетели Зураб Константинович";"";"Пластик";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965089";"";"";
"594";"«Спас Нерукотворный» Варианты скульптурного оформления Храма Христа Спасителя";"b7564940-9504-47bd-be95-00e1fb362f2b";"Церетели Зураб Константинович";"";"Пластик";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965172";"";"";
"595";"«Святая Великая Княгиня Елисавета» Варианты скульптурного оформления Храма Христа Спасителя";"943cf340-99ad-4200-a9c2-df1e0f759d7b";"Церетели Зураб Константинович";"";"Пластик";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965286";"";"";
"596";"«Святой Патриарх Тихон» Варианты скульптурного оформления Храма Христа Спасителя";"c017ce2b-6d81-4400-ab25-8cca0f9ff91c";"Церетели Зураб Константинович";"";"Пластик";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965370";"";"";
"597";"Композиция из рельефов (сто двадцать пять рельефов закрепленных на стене)";"5a0f6045-b104-4980-8643-35c649689dfd";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965470";"";"";
"598";"Композиция из рельефов (сорок восемь рельефов закрепленных на стене)";"147553e8-63a7-423c-b221-96f3ba5a099e";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965568";"";"";
"599";"Без названия";"b8a185e1-8bec-46e1-bcd0-9ada61f8bb1c";"Церетели Зураб Константинович";"";"Металл, медь, перегородчатая эмаль";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965570";"";"";
"600";"Композиция из рельефов (десять рельефов с изображением поэтов)";"ad464739-3a30-463b-8bae-f5de70718b04";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965686";"";"";
"601";"Композиция из рельефов (сто тридцать четыре рельефа закрепленных на стене)";"63406044-6735-424d-83ac-f064d1dc41e9";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965782";"";"";
"602";"Композиция из рельефов (пятнадцать бронзовых и три алюминиевых рельефов)";"bc5c8cb1-8165-4a6a-a78b-14bf53311f46";"Церетели Зураб Константинович";"";"Бронза";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058965994";"";"";
"603";"Композиция из рельефов (эмалевое панно и девять бронзовых рельефов)";"40ea198c-be4b-4b97-8a0a-c8a35c6dda1e";"Церетели Зураб Константинович";"";"Бронза, металл";"-";"ГБУК «Московский музей современного искусства»";"37.576956";"55.766447";"1058966099";"";"";
"604";"«Гамлет Таганки»";"b48a8841-09ea-44d4-af53-5b8aeaf89918";"Геннадий Распопов";"1988";"Бронза";"Бронзовый Высоцкий стоит рядом с мечом в центре небольшой прямоугольной площадки, правой рукой слегка приобняв себя.";"ГБУК г.Москвы «Театр «Содружество актеров Таганки»";"37.653820";"55.742940";"1058966436";"";"";
"605";"Памятник композитору Дмитрию Шостаковичу";"6691778f-f8be-4ae9-9399-5eda3dd292d4";"Франгулян Георгий Вартанович";"2015";"Патинированная бронза";"Автор проекта Георгий Франгулян изобразил композитора в натуральную величину, сидящим с низко опущенной головой, в характерной для него позе глубокого погружения в себя и сосредоточенности на восприятии музыкального произведения. Ступени лестницы возле памятника по замыслу превращаются в нотную тетрадь, и проходящие мимо люди наполнят эти нотные знаки жизнью.";"ГБУК г. Москвы «ММДМ», в начале парадной лестницы, ведущей к входу в Светлановский зал";"37.644113";"55.733675";"1058966622";"";"";
"606";"«Беллус»";"93eca581-b10a-415d-b1c3-6c38dc3f5e93";"Неизвестный автор";"";"Мрамор белый";"Статуя обнаженного мужчины в плаще, переброшенном через левое плечо и падающем за спиной до постамента. Правой рукой поддерживает плащ у правого бедра. Стоит опираясь на правую ногу, выставив вперед левую, согнутую в колене, касающуюся подножия пальцами. Постамент прямоугольный с надписью на передней стороне.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.808038";"55.735571";"1059224580";"";"";
"607";"«Венера»";"08b85035-bd0b-4d08-afbc-c9b21bb1d345";"Неизвестный автор";"";"Мрамор белый";"Статуя молодой женщины, опираясь на правую ногу и отставив назад слегка согнутую в колене левую ногу. Поверх легкого одеяния, оставляющего обнаженными левую грудь, руку и ступни ног, через правое плечо переброшен плащ, развевающийся конец которого богиня придерживает левой рукой. За спиной Венеры плащ спускается до постамента. Голова наклонена к левому плечу и повернута на 3-4 влево. Волосы собраны в высокую прическу. В правой, поднятой к плечу руке, держит голубя. На передней стороне постамента высечена надпись VENUS.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер, западная сторона";"37.807534";"55.735908";"1059224744";"";"";
"608";"«Геркулес»";"00704852-e692-42e6-a081-e2aa5e9a7bb3";"Неизвестный автор";"";"Мрамор белый";"Изображение кудрявого мужчины с бородой, стоящего опираясь на правую ногу, выставив вперед левую, слегка согнутую в колене и касающуюся подножия концами пальцев. Корпус повернут на 3-4 вправо, голова сильно наклонена к левому плечу и повернута на 3-4 влево. Руки сложены на груди. Левая рука придерживает плащ, конец которого наброшен на голову. Сильно сдвинутые брови образуют на лбу глубокие складки. Над правым коленом на плаще изображение львиной морды. Постамент круглый с высеченной надписью HERCVLE";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер, восточная сторона";"37.808451";"55.735636";"1059224875";"";"";
"609";"«Диана»";"2385732f-b926-4a48-a803-f43eafc42707";"Неизвестный автор";"";"Мрамор белый";"Статуя молодой женщины, стоящей, опираясь на левую ногу и отставив назад слегка согнутую в колене правую. Фигура слегка повернута вправо, голова, украшенная полумесяцем, влево. Поверх легкого одеяния наброшен плащ, спадающий с бедер и поддерживаемый узкой перевязью, идущей через обнаженное правое плечо. Правой опущенной рукой опирается на ствол дерева; в левой, поднятой кверху, держит стрелу. Левая рука соединяется с левым плечом небольшой прямоугольной подставкой. У ног лежит собака. Постамент низкий прямоугольный с надписью на передней части - DIANA.";"ГБУК г. Москвы «Музей-усадьба «Кусково», возле Итальянского домика";"37.811745";"55.735061";"1059225049";"";"";
"610";"«Меркурий»";"0192cc86-cd9a-4acc-a816-39bf9c459273";"Неизвестный автор";"";"Мрамор белый";"Статуя обнаженного юноши в круглой шапочке с крыльями, с плащом, обернутым вокруг бедер и спускающимся позади фигуры до постамента. Один конец плаща закинут на правое плечо. Голова повернута на 3-4 влево. В правой поднятой руке Меркурий держит денежный мешок, в левой – кадуцей (жезл, обвитый змеями). Справа у ног юноши – спиленный ствол дерева, служащий статуе опорой. Постамент в виде прямоугольной плиты, на передней стороне которой надпись: «Mercure».";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер, восточная сторона";"37.808414";"55.735588";"1059225140";"";"";
"611";"«Минерва» (на колонне)";"f52a42b1-d42f-4e47-a9d5-88ab3d07dde9";"Неизвестный автор";"";"Мрамор черный, мрамор белый, дерево, железо, гранит (серый)";"Статуя молодой женщины в воинских доспехах, шлеме с пернатым гребнем и плаще, с длинным копьем в правой руке. Стоит, опираясь на правую ногу, выставив вперед согнутую в колене левую. Фигура повернута влево, голова – слегка вправо. Левой рукой придерживает плащ, переброшенный через левое плечо и оставляющий открытыми верхнюю часть тела в легкой кольчуге и левую ногу. Копье соединено с левым бедром Минервы металлическим штифтом. Постаментом статуе служит двойная прямоугольная ступенчатая плита, водруженная на ионическую колонну серого мрамора. Постамент колонны – высокий прямоугольник, поставленный на плиту серого гранита, поставленную, в свою очередь, на площадку из 4-х ступеней – 2-х белокаменных и двух мраморных. Вокруг колонны восемь столбов из песчаника с железными цепями между ними.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.809487";"55.737289";"1059225296";"";"";
"612";"«Плутос»";"15a47d55-bebc-4278-ac34-c9d479e6d95f";"Неизвестный автор";"";"Мрамор белый";"Статуя юноши, стоящего, опираясь на левую ногу и выставив вперед слегка согнутую в колене правую ногу. Фигура слегка повернута вправо, голова – влево, в поднятой правой руке держит неизвестный предмет (сильные утраты). Левой, согнутой в локте, придерживает плащ, перекинутый через левое плечо, завязанный узлом на правом бедре и оставляющий обнаженными верхнюю часть тела и ноги. Опорой для статуи служит скала. Постамент высокий, прямоугольный, с высеченной на переднем крае надписью - PLVTO.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер, западная сторона";"37.807486";"55.735865";"1059225436";"";"";
"613";"Плутон";"f85364a2-273c-4f09-98da-1ce20465031e";"Неизвестный русский скульптор";"";"Мрамор белый";"Статуя пожилого мужчины с бородой, стоящего, выставив вперед правую ногу и отставив левую в сторону и назад. Фигура повернута вправо, голова – слегка влево. Через правое плечо переброшен плащ, прикрывающий бедра и оставляющий обнаженными левую часть груди, левое плечо и обе ноги. В правой руке держит посох (?). Опорой фигуре служит ствол дерева у правой ноги. Постамент в виде прямоугольной плиты с надписью на левой (от зрителя) стороне - PLUTO.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.809541";"55.737034";"1059225511";"";"";
"614";"«Аллегория реки Скамандр»";"bda6dbb7-f4b6-4475-8da7-d2dee60cccc0";"Неизвестный скульптор, Италия, Венеция";"";"Мрамор белый";"Статуя обнаженного старца с бородой в венке из листьев, стоящего скрестив ноги, у скалы. Опирается на опрокинутый кувшин, из которого льется вода. Фигура повернута вправо, голова влево. Позади фигуры весло, растущий из скалы куст водорослей. Постамент неправильной формы в виде камней у подножья скалы. На передней стороне постамента надпись: LA FLEUVE SCAMANDRE. Справа внизу на скале монограмма автора: «B.S.»";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.808747";"55.736529";"1059225740";"";"";
"615";"«Сидящий лев»";"f43b26ab-5316-4f06-a68f-fea2d77a63c3";"Неизвестный скульптор, Италия";"";"Мрамор белый с серыми прожилками";"Парная скульптура. Голова льва повернута влево. Хвост закинут на спину. Пышная грива падает на спину, прикрывает грудь. Передние лапы расставлены. Постамент в виде невысокой прямоугольной плиты, закругляющейся у задней части туловища льва.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.807827";"55.735517";"1059225997";"";"";
"616";"«Сидящий лев»";"de51501f-dc51-4d34-ba14-e681fda4f31f";"Неизвестный скульптор, Италия";"";"Мрамор белый";"Парная скульптура. Голова льва повернута влево. Хвост закинут на спину. Пышная грива падает на спину, прикрывает грудь. Передние лапы расставлены. Постамент в виде невысокой прямоугольной плиты, закругляющейся у задней части туловища льва.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.807725";"55.735546";"1059226091";"";"";
"617";"«Аполлон»";"8eac2a04-8a1c-463c-95b6-f28a2b00a1a5";"Неизвестный скульптор, Италия";"";"Мрамор белый";"Статуя обнаженного юноши, стоящего, опираясь на левую ногу, отставив назад слегка согнутую в колене правую. Плечи в фас, голова повернута на 3-4 вправо. На левое плечо наброшен плащ, поддерживаемый узкой перевязью, идущей через левое плечо к правому бедру. Придерживая плащ правой рукой у правого бедра, юноша опирается левой рукой на фигурный постамент с изображением полумесяца. Постамент многоугольный с высеченной на переднем крае надписью - APOLLO.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.808723";"55.736904";"1059226136";"";"";
"618";"«Аполлон»";"5955f13c-4c3c-4adf-a65f-ada0e9b57996";"Неизвестный скульптор, Италия";"";"Мрамор белый";"Статуя обнаженного юноши, стоящего, опираясь на правую ногу, отставив назад слегка согнутую в колене, левую. Плечи в фас, голова наклонена к правому плечу, слегка повернута вправо. С головы, украшенной венком из листьев, кудрявые волосы падают на правое плечо. Через правую руку юноши перекинут плащ, который он придерживает левой рукой у левого бедра. У правой ноги Аполлона - два камня, служащие статуе опорой. Постамент прямоугольный, понижающийся к переднему краю, на котором высечена надпись - APOLLO.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.808184";"55.736341";"1059226606";"";"";
"619";"«Венера»";"05f7dd41-ea4f-4a94-9e82-f31c0fa15629";"Неизвестный скульптор, Италия";"";"Мрамор белый";"Статуя молодой женщины, стоящей опираясь на правую ногу, слегка согнув в колене левую, подняв от локтя левую руку. Плечи слегка повернуты влево, голова на 3-4 вправо. Легкая одежда, перехваченная под грудью перевязью и спускающаяся до постамента, оставляет открытыми правую грудь и ступни ног. На плечи падают локоны. Через левое плечо и руку перекинут плащ, обернутый вокруг бедер и поддерживаемый правой рукой богини у левого бедра. Постамент прямоугольный, имеющий наклон к переднему краю, на котором высечена надпись - VENVS";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.808307";"55.735847";"1059227011";"";"";
"620";"«Бахус»";"75b40edd-3e5a-49ee-95b2-3f987e599929";"Растрелли К В Италия";"";"Мрамор белый";"Статуя обнаженного юноши, стоящего, опираясь на правую ногу, выставив вперед согнутую в колене левую. Плечи слегка повернуты влево, голова – слегка вправо. Левой рукой и корпусом опирается на скалу. Вокруг бедер – виноградная лоза. Правая рука соединяется с бедром прямоугольной подставкой. Постамент неправильной многоугольной формы с надписью на передней грани - BAOCHUS.";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, у Голландского домика";"37.805421";"55.736330";"1059228737";"";"";
"621";"«Вулкан»";"f48da44d-b0c2-4f20-9389-ca1fdfa5d00a";"Неизвестный скульптор Италия";"";"Мрамор белый";"Статуя обнаженного мужчины с бородой, с плащом, переброшенным через левое плечо и 2 стрелами в левой руке, которой он одновременно поддерживает у левого бедра плащ, падающий за его спиной до постамента. Корпус слегка повернут влево, голова на 3-4 вправо. Стоит, опираясь на правую ногу, выставив вперед левую. Постамент неправильной многоугольной формы, на передней части постамента надпись VULCANUS";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, у Голландского домика";"37.805673";"55.736458";"1059228960";"";"";
"622";"«Геркулес»";"0e76e422-d8bc-4aea-ad76-3a8208a79b5d";"Неизвестный скульптор Италия";"";"Мрамор белый";"Статуя обнаженного бородатого мужчины, стоящего, опираясь на правую ногу, отставив в сторону сильно согнутую в колене левую, подставкой которой служит камень. Плечи в сильном повороте влево, голова запрокинутая назад, резко повернута вправо. Под левой рукой, поднятой от локтя, палка с куделью. Плащ, поднятый на голову, спускается за спиной Геркулеса до постамента. Конец плаща обернут вокруг бедер. Через левое плечо идет узкая перевязь, поддерживающая плащ. У правой ноги сломанный суковатый ствол дерева, который служит статуе опорой. Постамент неправильной формы с надписью на передней грани: HERCVLE.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.807689";"55.735674";"1059229080";"";"";
"623";"«Меркурий»";"a8f4cbff-88aa-40fb-b695-12ec2be9e25b";"Неизвестный скульптор Италия";"";"Мрамор белый";"Статуя обнаженного юноши, стоящего, опираясь на левую ногу, отставив назад согнутую в колене правую. Корпус юноши резко наклонен вправо. Правой рукой опирается на сук сломанного дерева, служащего статуе опорой. На плечи Меркурия наброшен плащ, прикрывающий бедра и спускающийся позади фигуры до постамента. Постамент в виде прямоугольной плиты, имеющей наклон к переднему краю, на котором высечена надпись MERCVRE.";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, у Голландского домика";"37.805693";"55.736604";"1059229251";"";"";
"624";"«Меркурий»";"1806e3e6-81a7-4a97-9a7a-a9f2e07c0e25";"Неизвестный скульптор Италия";"";"Мрамор белый";"Статуя обнаженного юноши, стоящего опираясь на правую ногу, выставив вперед слегка согнутую в колене левую. Голова слегка повернута влево. На голове шлем с крылышками. Через правое плечо переброшен плащ, оставляющий открытыми левое плечо и руку и нижнюю часть ног. Постамент прямоугольный понижающийся к переднему краю, на котором высечена надпись MERCURIUS.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.808736";"55.736169";"1059229478";"";"";
"625";"«Помона»";"ba8a33ab-40da-474a-9f0f-0e69d80d90c6";"Неизвестный скульптор Италия";"";"Мрамор белый";"Статуя молодой женщины, стоящей, опираясь на левую ногу, слегка выдвинув вперед согнутую в колене правую и наклонившись всем корпусом вправо. Голова повернута на 3-4 влево. Легкое одеяние оставляет открытыми правое плечо и грудь. Через левую руку переброшен плащ. На плечи падают локоны. В руках богиня держит рог изобилия, наполненный злаками и плодами. Постамент прямоугольный с надписью на переднем крае - POMONA";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.809302";"55.736717";"1059229979";"";"";
"626";"«Фетида»";"925bcdba-77c9-47bf-a436-21d0ddccdf20";"Неизвестный скульптор Италия";"";"Мрамор белый";"Статуя обнаженной женщины, стоящей, опираясь на левую ногу, отставив в сторону слегка согнутую в колене правую. Верхняя часть туловища в сильном повороте влево. Через левое плечо и руку переброшен плащ, прикрывающий нижнюю часть тела и оставляющий открытой левую ногу. Двумя руками женщина поддерживает рыбу у левого бедра. Постамент неправильной многогранной формы. На передней грани высечена надпись - THETIS";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.809908";"55.735150";"1059230570";"";"";
"627";"«Архитектура»";"b8bb8919-839e-4330-8137-d4700b2385bc";"Неизвестный скульптор";"";"Мрамор белый";"Аллегорическая фигура, изображающая женщину, стоящую слегка обернувшись влево, опираясь на правую ногу и выставив вперед слегка согнутую в колене левую. На плечи падают длинные локоны. Легкая одежда, подпоясанная узкой лентой, оставляет обнаженными правую грудь и плечо. Через левую руку переброшен плащ, прикрывающий нижнюю часть туловища. Двумя руками женщина поддерживает овальный щит, прислоненный к стволу дерева, расположенному у левой ноги фигуры. На щите архитектурный план. Постамент в виде прямоугольной плиты, на переднем краю которой высечена надпись - LARCHITECTVRE.";"ГБУК г. Москвы «Музей-усадьба «Кусково», восточная сторона, у Грота";"37.809959";"55.735188";"1059230658";"";"";
"628";"«Наяда»";"06d09520-1d19-4c76-9246-9c9bb49bc6be";"Неизвестный скульптор Италия";"";"Мрамор белый";"Статуя молодой обнаженной женщины с повязкой на голове. Фигура повернута на 3-4 влево, голова почти в профиль вправо. Через левое плечо переброшен плащ, поддерживаемый узкой перевязью, проходящей под грудью. Левой рукой опирается на весло, правой придерживает лежащий на скале опрокинутый кувшин, из которого льется вода. Опорой для статуи служит скала, из которой растут кусты водорослей. На скале под кувшином высечена монограмма автора «B.S»";"ГБУК г. Москвы «Музей-усадьба «Кусково», восточная сторона, у Итальянского домика";"37.810514";"55.735415";"1059231017";"";"";
"629";"«Осень» (Vertomne)";"ffbed0d4-c44b-4123-a2b8-70b80f2dec92";"Неизвестный скульптор Италия";"";"Мрамор белый";"Статуя обнаженного юноши в рост в сложном повороте (плечи вправо, голова приподнята и резко повернута влево). Левая, согнутая в колене нога отставлена назад. В правой руке юноша держит плоды (виноград, яблоки), придерживая их левой рукой. Через правое плечо перекинут плащ, обвивающийся вокруг бедер и спадающий с правой стороны до постамента. Справа скала, служащая статуе опорой. Постамент неправильной формы, приближающийся к прямоугольнику, с надписью на переднем крае - VERTOMNE";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.807955";"55.735953";"1059231115";"";"";
"630";"«Предусмотрительность»";"1fa1b46d-8137-496b-b229-a7a69d51a631";"Неизвестный скульптор Италия";"";"Мрамор белый";"Статуя обнаженного юноши, стоящего, отставив левую ногу. Фигура повернута вправо, голова на 3-4 влево. Через правое плечо за спину перекинут короткий плащ, завязанный спереди узлом. В руках юноша держит лебедя. Опорой статуи служит скала. Постамент неправильной многоугольной формы с высеченной на передней стороне надписью - PREVOIANCE.";"ГБУК г. Москвы «Музей-усадьба «Кусково», восточная сторона, у Итальянского домика";"37.810562";"55.735450";"1059231184";"";"";
"631";"«Твердость» (La Fermete)";"6060bfee-ab0c-4ef7-83ca-3510510df159";"Неизвестный скульптор Италия Венеция";"";"Мрамор белый";"Статуя юной обнаженной женщины, стоящей, опираясь на левую ногу, облокотившись локтем правой руки на скалу. За спиной и вокруг бедер плащ, перекинутый через левую и правую руки, поддерживаемый правой рукой женщины. Постамент прямоугольный с надписью на передней стороне LA FERMETE.";"ГБУК г. Москвы «Музей-усадьба «Кусково», партер";"37.808036";"55.735569";"1059231296";"";"";
"632";"«Аллегория реки Кусковы»";"8104979d-3d6e-4545-83f9-dbbb2e50fae3";"Неизвестный скульптор Россия";"";"Мрамор белый";"Статуя мужчины с бородой, с перекинутым через левую руку плащом, прикрывающим нижнюю часть тела. Плечи в фас, голова почти в профильном повороте вправо. Обеими руками бог реки придерживает у левого бедра сосуд, из которого льется вода. На передней части постамента неправильной формы надпись LE FLEUVE DE KOUSKOVA.";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, у Голландского домика";"37.805625";"55.736415";"1059231390";"";"";
"633";"Бюст молодой женщины";"c387c3ba-7d4b-4083-a725-d19de5d91e25";"Неизвестный скульптор";"";"Мрамор белый";"Бюст молодой женщины. Плечи прямо, голова в повороте на 3-4 вправо. На голове шапочка, на плечи наброшен плащ, оставляющий обнаженной грудь.";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, круглая площадка у Швейцарского домика";"37.806752";"55.736086";"1059231494";"";"";
"634";"Бюст «Мудрость» (SAGESSE)";"b9c04c38-4056-4a4a-a002-6d036df3415e";"Неизвестный скульптор Италия";"";"Мрамор белый";"Бюст молодой женщины в шлеме и воинских доспехах, поверх которых наброшен плащ, оставляющий открытой правую грудь. Голова повернута на 3-4 влево.";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, круглая площадка у Швейцарского домика";"37.806792";"55.736131";"1059231590";"";"";
"635";"Бюст мужской";"68abff83-3100-4241-a102-3f02a6d7f320";"Неизвестный скульптор";"";"Мрамор белый";"Изображение молодого мужчины, слегка обернувшегося влево. Переброшенный через левое плечо плащ оставляет открытой правую часть груди и правое плечо.";"ГБУК г. Москвы «Музей-усадьба «Кусково», восточная сторона, площадка у Кухонного флигеля";"37.809522";"55.735314";"1059231744";"";"";
"636";"Бюст «Вителий»";"8628b691-42bc-4eb7-8f48-3d802c573163";"Неизвестный скульптор";"";"Мрамор белый";"Изображение пожилого мужчины в лавровом венке, завязанном сзади широкой лентой, концы которой падают на спину. Плечи прямо, голова на 3-4 повернута вправо. На плечи наброшен плащ, скрепленный пряжкой на правой стороне груди.";"ГБУК г. Москвы «Музей-усадьба «Кусково», восточная сторона, площадка у Кухонного флигеля";"37.809474";"55.735281";"1059231851";"";"";
"637";"Бюст мужской («Архитектор Витрувий»)";"7654ab56-8d43-40fb-989c-c8624c012031";"Неизвестный скульптор Италия";"";"Мрамор белый";"Изображение мужчины: плечи прямо, голова в повороте на 3-4 влево. Длинные волосы падают на спину. На плечи накинут плащ, из-под которого виден воротник рубашки. За пояс заложены циркуль и угольник.";"ГБУК г. Москвы «Музей-усадьба «Кусково», восточная сторона, площадка у Кухонного флигеля";"37.809157";"55.735369";"1059231960";"";"";
"638";"Бюст «Цезарь»";"42b0e366-8d80-4455-afbe-7423d22053b2";"Неизвестный скульптор";"";"Мрамор белый";"Изображение мужчины: голову венчает лавровый венок, завязанный сзади лентой. На лбу морщины. На левое плечо наброшен плащ, из-под которого видны воинские доспехи.";"ГБУК г. Москвы «Музей-усадьба «Кусково», восточная сторона, площадка у Кухонного флигеля";"37.809195";"55.735416";"1059232494";"";"";
"639";"Бюст юноши «Солнце»";"0bcf925a-a502-4beb-af48-7ee4562c6887";"Неизвестный скульптор";"";"Мрамор белый";"Бюст юноши - плечи повернуты влево, голова – на 3-4 вправо. Через правое плечо переброшен плащ, поддерживаемый узкой перевязью и оставляющий обнаженными левое плечо и левую часть груди. На голове юноши изображение солнечного диска с лучами.";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, круглая площадка у Швейцарского домика";"37.806439";"55.736232";"1059232576";"";"";
"640";"Бюст «Минерва»";"cf3dc767-487a-40f0-9170-0aa16cfd2b4d";"Неизвестный скульптор";"";"Мрамор белый";"Бюст молодой женщины в латах и плаще, накинутом на плечи и оставляющем открытыми грудь и часть левой руки выше локтя. Голова, покрытая шлемом с высоким гребнем, повернута на 3-4 влево.";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, за Эрмитажем";"37.808000";"55.737316";"1059232687";"";"";
"641";"«Марс»";"29f25dfb-9831-493e-ae42-e90abdeb6f31";"Неизвестный скульптор";"";"Мрамор белый";"Бюст юноши в латах и плаще, перехваченном перевязью у правого плеча. Голова, покрытая шлемом с высоким гребнем, обращена на 3-4 вправо.";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, за Эрмитажем";"37.807976";"55.737283";"1059232856";"";"";
"642";"Бюст римского полководца в латах";"693a43db-7086-4e3f-878e-d8813a39e582";"Неизвестный скульптор";"";"Мрамор белый";"Бюст римского полководца в латах с маской старика на груди и в шлеме с львиной маской. Плащ с перевязью через правое плечо, надетый поверх лат, драпирует правую руку и левую руку немного выше локтя. Голова повернута на 3-4 вправо.";"ГБУК г. Москвы «Музей-усадьба «Кусково», западная сторона, круглая площадка у Швейцарского домика";"37.806404";"55.736182";"1059232962";"";"";
